race,age_cat,offense_classification,offense_type,offense_subtype,recidivism,priors_count,juv_fel_count,juv_misd_count,juv_other_count,source
Black,25 - 45,F,Property,Burglary,0,3,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,4,0,0,0,iowa
White,Greater than 45,F,Drug,Drug Possession,0,2,0,0,0,compas
White,Less than 25,M,Violent,Assault,1,0,0,0,0,iowa
Black,25 - 45,M,Public Order,OWI,1,4,0,0,0,iowa
White,25 - 45,M,Violent,Assault,0,1,0,0,0,compas
Black,Less than 25,F,Violent,Assault,0,0,0,0,0,compas
White,25 - 45,F,Public Order,OWI,0,0,0,0,0,iowa
White,Greater than 45,F,Other,Sex,0,0,0,0,0,compas
Asian,Less than 25,M,Property,Vandalism,0,0,0,0,0,iowa
Black,Less than 25,F,Other,Other Criminal,1,3,0,0,0,compas
Black,Less than 25,M,Violent,Weapons,0,0,0,0,0,compas
White,25 - 45,F,Property,Theft,0,3,0,0,0,iowa
Black,25 - 45,F,Violent,Other Violent,1,3,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,1,0,0,0,iowa
Black,Greater than 45,F,Violent,Sex,0,0,0,0,0,iowa
White,Less than 25,F,Property,Stolen Property,0,1,0,0,0,iowa
White,Greater than 45,F,Violent,Sex,0,0,0,0,0,iowa
White,25 - 45,M,Public Order,Alcohol,0,0,0,0,0,iowa
White,25 - 45,M,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,0,1,0,0,1,compas
Black,Greater than 45,M,Public Order,OWI,0,4,0,0,0,compas
Black,25 - 45,F,Violent,Assault,1,9,0,0,0,iowa
White,25 - 45,F,Property,Vandalism,0,11,0,1,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,1,0,0,0,iowa
White,Greater than 45,F,Other,Other Criminal,0,1,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,0,0,0,0,0,compas
White,Greater than 45,F,Violent,Sex,0,1,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,6,0,0,2,iowa
Black,25 - 45,F,Property,Theft,0,0,0,0,0,compas
Black,25 - 45,F,Violent,Weapons,1,14,0,3,2,compas
Black,25 - 45,M,Other,Other Criminal,0,5,0,0,0,compas
Black,25 - 45,F,Drug,Trafficking,1,13,0,3,0,iowa
White,Less than 25,F,Property,Burglary,1,1,0,0,0,iowa
Black,Less than 25,M,Violent,Assault,1,1,0,0,0,iowa
White,Greater than 45,M,Public Order,Traffic,0,2,0,0,0,compas
White,25 - 45,F,Property,Theft,0,5,0,0,0,iowa
White,25 - 45,F,Violent,Sex,0,0,0,0,0,iowa
White,Less than 25,M,Property,Burglary,0,0,0,0,0,iowa
White,Greater than 45,M,Other,Other Criminal,0,7,0,0,0,compas
Black,25 - 45,F,Property,Burglary,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,0,0,0,0,iowa
White,Less than 25,M,Public Order,Traffic,1,1,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,29,0,4,0,iowa
White,25 - 45,F,Public Order,Weapons,1,8,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,22,0,0,0,iowa
White,25 - 45,M,Other,Other Criminal,0,1,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,4,0,0,0,iowa
Black,25 - 45,F,Public Order,Traffic,1,16,0,0,0,compas
White,Greater than 45,M,Violent,Assault,0,0,0,0,0,compas
Black,Less than 25,F,Property,Theft,1,1,0,0,0,compas
White,25 - 45,F,Violent,Sex,1,1,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,0,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,0,8,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,0,0,0,0,iowa
Black,25 - 45,M,Violent,Sex,1,9,0,0,0,iowa
White,25 - 45,F,Public Order,Other Public Order,0,13,0,0,0,iowa
White,25 - 45,F,Violent,Other Violent,0,6,0,1,0,iowa
Hispanic,25 - 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,0,0,0,0,iowa
White,25 - 45,M,Public Order,OWI,0,7,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,12,0,0,0,iowa
Asian,25 - 45,F,Public Order,OWI,0,17,0,0,0,iowa
Black,25 - 45,F,Violent,Murder/Manslaughter,1,4,0,0,0,iowa
White,25 - 45,M,Property,Theft,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,0,0,0,0,iowa
White,Less than 25,F,Violent,Assault,0,1,0,0,0,iowa
White,25 - 45,F,Other,Other Criminal,1,14,0,0,0,iowa
White,Less than 25,F,Drug,Trafficking,0,11,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,0,0,0,0,iowa
White,Less than 25,F,Violent,Assault,1,2,0,1,1,iowa
Black,Less than 25,F,Property,Burglary,0,0,0,0,0,iowa
Black,25 - 45,F,Property,Burglary,1,7,0,0,0,iowa
White,Greater than 45,M,Public Order,Alcohol,0,0,0,0,0,iowa
Hispanic,25 - 45,M,Public Order,OWI,0,0,0,3,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,5,0,0,0,iowa
White,25 - 45,F,Violent,Sex,0,1,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,0,0,0,0,iowa
White,Greater than 45,F,Violent,Robbery,0,0,0,0,0,iowa
Hispanic,Less than 25,M,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,F,Violent,Assault,1,5,0,0,0,iowa
White,25 - 45,F,Violent,Other Violent,1,2,0,3,0,iowa
White,25 - 45,F,Property,Burglary,1,6,0,0,0,iowa
White,25 - 45,F,Public Order,Other Public Order,0,0,0,0,0,compas
Black,25 - 45,F,Drug,Drug Possession,0,0,0,0,0,iowa
White,Less than 25,F,Violent,Sex,1,0,0,0,0,iowa
White,Less than 25,M,Other,Other Criminal,1,9,0,0,1,compas
White,Less than 25,F,Property,Burglary,1,0,0,0,0,iowa
White,Less than 25,F,Drug,Trafficking,0,6,0,0,0,iowa
Black,25 - 45,F,Public Order,Traffic,0,20,1,0,0,compas
White,Greater than 45,F,Drug,Trafficking,0,4,0,0,0,iowa
White,Less than 25,M,Property,Burglary,0,1,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,1,3,0,0,0,compas
Black,Less than 25,F,Property,Burglary,1,0,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,1,0,0,0,compas
Other,25 - 45,M,Violent,Assault,0,0,0,0,0,compas
White,Less than 25,F,Property,Forgery/Fraud,0,0,0,0,0,iowa
Black,Less than 25,M,Public Order,Alcohol,1,0,0,0,0,compas
White,25 - 45,F,Violent,Other Violent,0,0,0,0,0,iowa
White,25 - 45,F,Violent,Robbery,0,1,0,0,0,iowa
Black,25 - 45,F,Drug,Drug Possession,0,1,0,0,0,compas
White,25 - 45,M,Public Order,Other Public Order,0,1,0,0,1,iowa
Hispanic,Less than 25,F,Violent,Other Violent,0,2,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,19,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,0,4,1,0,0,compas
Black,Less than 25,M,Violent,Assault,1,1,0,0,0,compas
White,25 - 45,F,Violent,Sex,0,1,1,0,0,iowa
White,Less than 25,F,Violent,Assault,0,1,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,2,0,0,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,0,2,0,0,0,iowa
White,Less than 25,F,Drug,Other Criminal,1,4,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,1,11,0,0,0,iowa
White,25 - 45,F,Public Order,Weapons,0,4,0,1,0,iowa
Black,Less than 25,M,Other,Other Criminal,1,0,0,0,0,compas
White,25 - 45,F,Violent,Other Violent,0,0,0,0,0,iowa
Black,Less than 25,F,Property,Theft,1,2,0,1,0,compas
Hispanic,25 - 45,F,Violent,Assault,0,5,0,0,0,iowa
White,Less than 25,F,Public Order,Other Public Order,0,1,0,0,0,compas
White,Less than 25,F,Public Order,Traffic,0,1,0,0,0,iowa
Black,25 - 45,F,Property,Forgery/Fraud,1,0,0,1,0,iowa
Asian,25 - 45,F,Property,Burglary,0,12,0,0,0,iowa
White,Greater than 45,M,Violent,Assault,0,0,0,0,0,compas
Native American,25 - 45,F,Drug,Drug Possession,1,4,0,0,0,iowa
Native American,25 - 45,F,Property,Forgery/Fraud,0,0,0,0,0,iowa
Hispanic,Less than 25,M,Violent,Assault,0,0,0,0,1,iowa
White,25 - 45,F,Other,Other Criminal,0,0,0,0,0,compas
Hispanic,Less than 25,F,Violent,Sex,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,22,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,0,0,0,2,iowa
Black,Less than 25,F,Other,Other Criminal,0,0,0,0,0,compas
White,Greater than 45,F,Property,Forgery/Fraud,1,7,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,3,0,0,0,iowa
Black,Less than 25,F,Property,Burglary,1,3,0,0,0,iowa
White,Less than 25,F,Violent,Sex,1,3,0,0,0,iowa
Asian,25 - 45,M,Property,Forgery/Fraud,0,3,0,0,0,iowa
White,25 - 45,F,Public Order,Traffic,0,11,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,1,9,0,2,1,iowa
White,25 - 45,F,Drug,Trafficking,1,1,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,4,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,5,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,1,0,0,0,iowa
Black,Greater than 45,M,Violent,Assault,0,9,0,0,0,iowa
White,25 - 45,M,Public Order,Weapons,0,2,0,0,0,iowa
Black,25 - 45,F,Drug,Drug Possession,1,8,2,0,1,compas
White,25 - 45,F,Drug,Drug Possession,0,0,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,0,1,0,0,0,iowa
White,25 - 45,F,Other,Other Criminal,1,1,0,0,0,compas
Black,25 - 45,M,Violent,Assault,1,8,0,0,0,compas
White,25 - 45,M,Property,Theft,0,1,0,0,1,iowa
Black,25 - 45,F,Public Order,OWI,0,4,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,1,1,0,0,iowa
Black,Less than 25,F,Property,Burglary,0,1,0,1,0,iowa
White,25 - 45,M,Violent,Sex,0,0,0,0,0,iowa
White,Less than 25,M,Public Order,Prostitution/Pimping,0,0,0,0,0,compas
Black,Less than 25,F,Other,Other Criminal,1,2,0,2,0,compas
White,25 - 45,F,Property,Theft,0,7,0,0,0,iowa
Hispanic,Greater than 45,F,Public Order,OWI,0,5,0,0,0,iowa
White,Greater than 45,F,Public Order,OWI,0,13,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,3,0,0,0,iowa
White,25 - 45,M,Violent,Assault,0,1,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,2,0,0,0,compas
Hispanic,25 - 45,F,Violent,Other Violent,0,4,0,0,0,iowa
Black,25 - 45,F,Violent,Robbery,1,4,0,0,1,compas
White,25 - 45,M,Violent,Assault,1,0,0,1,0,iowa
White,25 - 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,1,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,4,0,0,0,iowa
White,25 - 45,F,Property,Theft,1,2,0,0,0,iowa
White,25 - 45,F,Other,Other Criminal,0,3,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,2,0,0,0,iowa
Black,25 - 45,F,Property,Other Criminal,0,12,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,0,18,0,0,0,iowa
Black,Greater than 45,F,Property,Forgery/Fraud,0,23,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,3,0,1,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,6,0,0,0,iowa
Black,25 - 45,F,Property,Burglary,1,2,0,0,2,iowa
White,25 - 45,F,Public Order,OWI,0,13,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,4,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,1,26,0,0,0,iowa
Hispanic,Less than 25,F,Drug,Trafficking,0,11,0,0,2,iowa
Hispanic,25 - 45,M,Other,Other Criminal,1,9,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,1,4,0,0,0,compas
Hispanic,Less than 25,F,Drug,Trafficking,0,3,0,0,0,iowa
White,Less than 25,M,Violent,Assault,1,1,0,0,0,iowa
White,25 - 45,F,Public Order,OWI,1,14,0,0,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,0,4,0,0,0,iowa
White,25 - 45,F,Violent,Assault,0,1,0,0,0,iowa
White,25 - 45,F,Property,Theft,1,2,0,0,0,compas
Hispanic,Less than 25,F,Drug,Trafficking,0,0,0,0,3,iowa
White,25 - 45,F,Drug,Trafficking,0,1,0,0,0,iowa
White,Greater than 45,M,Violent,Sex,0,1,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,Greater than 45,F,Property,Theft,0,0,0,0,0,compas
White,Less than 25,F,Drug,Trafficking,1,1,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,10,0,0,0,iowa
White,Less than 25,F,Violent,Robbery,0,0,0,0,3,iowa
White,25 - 45,F,Property,Burglary,0,1,0,0,0,iowa
Black,25 - 45,F,Property,Theft,0,5,0,0,0,compas
Black,25 - 45,F,Drug,Trafficking,0,1,0,0,1,iowa
Black,25 - 45,F,Public Order,Flight/Escape,1,11,0,0,2,compas
White,25 - 45,F,Property,Burglary,0,14,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,18,0,0,0,iowa
Hispanic,25 - 45,F,Violent,Sex,0,15,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,12,1,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,8,0,0,0,compas
Black,25 - 45,F,Property,Theft,0,4,0,0,0,iowa
White,25 - 45,F,Public Order,Weapons,0,1,0,0,0,iowa
White,Greater than 45,F,Property,Vandalism,0,0,0,0,0,iowa
White,Greater than 45,F,Public Order,Other Public Order,0,4,0,0,0,iowa
Black,Less than 25,F,Drug,Trafficking,0,2,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,0,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,0,1,0,0,0,compas
Black,Greater than 45,F,Drug,Drug Possession,0,2,0,0,0,iowa
White,25 - 45,M,Violent,Assault,1,0,0,0,0,iowa
White,Less than 25,F,Violent,Assault,1,1,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,0,0,0,0,iowa
Asian,25 - 45,F,Violent,Other Violent,0,6,0,0,0,iowa
White,Less than 25,F,Drug,Trafficking,0,6,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,1,0,0,0,iowa
White,Less than 25,M,Violent,Assault,0,2,0,0,0,iowa
White,25 - 45,F,Violent,Sex,0,5,0,0,0,iowa
Black,Less than 25,F,Violent,Assault,0,2,0,0,0,iowa
White,Less than 25,F,Property,Burglary,0,0,0,0,0,iowa
Black,25 - 45,F,Property,Theft,1,3,0,0,1,iowa
White,25 - 45,F,Drug,Trafficking,0,13,0,0,0,iowa
White,Greater than 45,F,Property,Theft,0,1,0,0,0,compas
White,25 - 45,F,Violent,Robbery,0,9,0,0,0,iowa
Black,25 - 45,F,Violent,Other Violent,0,3,0,0,0,iowa
White,Greater than 45,F,Drug,Drug Possession,0,3,0,0,0,iowa
Black,25 - 45,F,Public Order,Other Public Order,0,0,0,0,0,iowa
White,Greater than 45,M,Violent,Assault,1,1,0,0,0,iowa
White,Less than 25,F,Violent,Other Violent,0,2,0,0,0,iowa
Black,25 - 45,F,Other,Other Criminal,0,3,0,0,0,iowa
White,25 - 45,F,Violent,Sex,1,4,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,0,0,0,1,iowa
Black,25 - 45,M,Violent,Assault,1,1,0,0,0,compas
White,25 - 45,M,Public Order,Alcohol,0,2,0,0,1,iowa
White,Greater than 45,F,Property,Burglary,0,0,0,0,0,iowa
White,Greater than 45,F,Violent,Assault,0,6,0,0,0,iowa
Black,Greater than 45,F,Drug,Trafficking,1,2,0,0,0,iowa
Black,Greater than 45,F,Property,Stolen Property,0,0,0,0,0,compas
White,Less than 25,F,Drug,Trafficking,1,0,0,0,0,iowa
White,Greater than 45,F,Other,Other Criminal,0,1,0,0,0,iowa
White,Greater than 45,M,Violent,Assault,1,0,0,0,0,compas
Black,25 - 45,M,Property,Vandalism,1,4,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,1,0,0,1,iowa
White,Greater than 45,F,Drug,Trafficking,1,4,0,0,0,iowa
White,25 - 45,M,Other,Other Criminal,1,1,0,0,0,compas
White,Greater than 45,F,Drug,Trafficking,0,8,0,0,0,iowa
White,Greater than 45,F,Property,Other Criminal,1,1,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,1,0,0,0,0,iowa
Black,Greater than 45,F,Public Order,Traffic,1,29,0,0,0,compas
Black,25 - 45,F,Drug,Trafficking,1,5,0,0,0,iowa
Native American,Greater than 45,F,Property,Theft,0,14,0,0,0,iowa
Black,Greater than 45,M,Violent,Assault,0,16,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,0,0,0,0,0,iowa
Black,Less than 25,F,Property,Forgery/Fraud,1,3,0,0,0,compas
White,25 - 45,F,Property,Burglary,0,2,0,0,0,iowa
White,25 - 45,F,Other,Other Criminal,0,2,0,0,0,compas
Black,25 - 45,F,Property,Theft,0,5,0,0,0,iowa
White,25 - 45,M,Violent,Assault,0,3,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,1,3,0,0,0,compas
Black,25 - 45,F,Drug,Trafficking,0,2,0,0,1,iowa
White,Greater than 45,M,Property,Theft,1,3,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,1,28,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,2,0,0,1,iowa
White,Greater than 45,M,Other,Other Criminal,1,9,0,0,0,iowa
Black,25 - 45,F,Violent,Murder/Manslaughter,0,1,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,5,0,0,0,iowa
White,Greater than 45,F,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,F,Public Order,Weapons,0,2,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,0,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,3,0,0,0,iowa
Black,Less than 25,M,Property,Forgery/Fraud,1,3,0,0,0,compas
White,Greater than 45,F,Public Order,OWI,1,0,0,0,0,iowa
White,25 - 45,M,Public Order,Traffic,1,17,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,0,14,0,0,0,iowa
Black,Greater than 45,F,Drug,Trafficking,0,8,0,0,0,iowa
White,25 - 45,M,Public Order,Traffic,0,1,0,0,0,compas
White,25 - 45,M,Violent,Assault,0,2,0,0,0,iowa
White,25 - 45,F,Property,Vandalism,0,1,0,0,0,iowa
Hispanic,Less than 25,M,Violent,Sex,0,0,0,0,0,iowa
Black,25 - 45,F,Drug,Drug Possession,0,1,0,0,0,iowa
White,Greater than 45,F,Drug,Drug Possession,1,1,0,0,0,iowa
White,Greater than 45,F,Property,Theft,0,0,0,0,0,iowa
White,25 - 45,M,Other,Other Criminal,0,2,0,0,0,iowa
Hispanic,25 - 45,F,Public Order,Other Public Order,1,3,0,0,0,iowa
White,25 - 45,M,Drug,Drug Possession,0,3,0,0,0,iowa
White,25 - 45,F,Property,Theft,0,5,0,0,0,iowa
White,25 - 45,F,Violent,Sex,1,7,0,0,0,iowa
Black,25 - 45,M,Property,Theft,1,0,0,0,0,iowa
Native American,Less than 25,F,Drug,Trafficking,0,0,0,0,0,iowa
White,Greater than 45,M,Property,Burglary,0,0,0,0,0,iowa
White,25 - 45,F,Other,Other Criminal,0,2,0,0,0,compas
Black,Less than 25,M,Property,Theft,0,3,0,0,0,iowa
White,Less than 25,F,Property,Forgery/Fraud,0,1,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,5,0,0,0,iowa
Black,Greater than 45,F,Drug,Drug Possession,1,17,0,0,0,iowa
Black,25 - 45,F,Violent,Robbery,0,1,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,0,0,0,0,iowa
Black,25 - 45,F,Property,Burglary,1,14,0,1,0,iowa
Black,Greater than 45,F,Other,Other Criminal,0,1,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,8,0,0,0,iowa
White,25 - 45,M,Violent,Assault,0,3,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,2,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,0,6,0,0,0,iowa
White,Less than 25,F,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,1,0,1,0,iowa
White,25 - 45,F,Property,Arson,1,2,0,0,0,iowa
Black,Greater than 45,F,Drug,Trafficking,0,2,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,8,0,0,0,iowa
White,Greater than 45,M,Other,Other Criminal,0,2,0,0,0,compas
Hispanic,25 - 45,F,Violent,Sex,0,0,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,1,12,0,0,0,iowa
Black,25 - 45,F,Drug,Other Drug,0,9,0,0,0,compas
Black,25 - 45,F,Drug,Trafficking,0,15,0,0,1,iowa
Black,25 - 45,F,Drug,Drug Possession,0,12,4,0,0,iowa
White,Greater than 45,M,Public Order,Alcohol,1,5,0,0,0,iowa
Black,25 - 45,F,Property,Theft,1,2,0,0,0,compas
White,Greater than 45,F,Property,Theft,0,3,0,0,0,iowa
White,Less than 25,M,Property,Burglary,1,3,0,0,0,iowa
White,Greater than 45,F,Property,Burglary,1,0,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,1,0,0,0,0,compas
Asian,Less than 25,M,Violent,Assault,0,0,0,0,0,compas
Black,25 - 45,F,Property,Theft,1,2,0,0,0,iowa
White,Greater than 45,F,Drug,Trafficking,0,3,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,1,0,0,0,compas
White,Greater than 45,F,Drug,Trafficking,1,1,0,0,0,iowa
White,25 - 45,F,Property,Burglary,1,0,0,0,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,0,7,0,0,0,iowa
Black,Less than 25,M,Property,Stolen Property,1,2,0,2,0,compas
Hispanic,25 - 45,M,Drug,Drug Possession,0,0,0,0,2,iowa
Black,25 - 45,F,Property,Other Criminal,0,0,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,0,1,0,0,0,iowa
Black,25 - 45,F,Violent,Assault,1,0,0,0,0,iowa
Black,Greater than 45,F,Drug,Trafficking,0,19,0,0,0,iowa
White,25 - 45,F,Violent,Assault,1,8,0,0,0,iowa
White,25 - 45,M,Violent,Sex,1,0,0,0,0,iowa
Black,25 - 45,F,Property,Theft,0,7,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,9,0,0,0,iowa
White,Greater than 45,M,Other,Other Criminal,1,2,0,0,0,compas
Black,Less than 25,F,Property,Burglary,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,9,0,0,0,iowa
Black,Less than 25,F,Property,Burglary,0,0,0,0,0,iowa
White,25 - 45,F,Violent,Robbery,0,2,0,0,0,iowa
White,25 - 45,F,Property,Theft,1,4,0,0,1,iowa
Black,Greater than 45,F,Public Order,OWI,0,15,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,8,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,1,4,0,0,0,compas
Hispanic,25 - 45,F,Drug,Trafficking,0,4,0,0,0,iowa
Black,25 - 45,M,Other,Special Sentence Revocation,0,7,0,0,0,iowa
Black,Greater than 45,F,Drug,Trafficking,1,0,0,0,0,iowa
White,25 - 45,M,Public Order,Other Public Order,0,0,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,0,0,0,0,iowa
Black,25 - 45,F,Property,Theft,0,5,0,0,0,compas
White,25 - 45,F,Violent,Sex,1,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,1,0,0,0,iowa
Hispanic,Greater than 45,M,Violent,Assault,0,1,0,0,0,compas
White,25 - 45,F,Violent,Sex,0,16,1,0,0,iowa
White,Less than 25,F,Violent,Assault,0,0,2,0,0,iowa
Hispanic,25 - 45,F,Violent,Assault,0,2,0,0,0,compas
White,Less than 25,F,Other,Other Criminal,1,1,1,0,0,compas
White,25 - 45,F,Property,Burglary,1,6,0,0,1,iowa
Hispanic,25 - 45,F,Public Order,Traffic,1,9,0,0,0,compas
Black,Greater than 45,F,Public Order,Traffic,1,5,0,0,0,iowa
White,25 - 45,M,Public Order,OWI,0,1,0,0,0,compas
White,25 - 45,F,Drug,Trafficking,0,2,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,1,0,0,0,0,compas
Black,Greater than 45,F,Other,Other Criminal,0,8,0,0,0,compas
Black,Greater than 45,F,Property,Burglary,0,1,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,1,0,0,0,iowa
White,Less than 25,M,Public Order,OWI,0,1,0,0,1,compas
White,Greater than 45,M,Violent,Assault,1,2,0,0,0,compas
Black,Less than 25,F,Drug,Trafficking,0,0,0,0,0,iowa
White,25 - 45,F,Other,Other Criminal,0,6,0,0,0,compas
White,Less than 25,F,Drug,Trafficking,1,6,0,0,0,iowa
Black,Less than 25,M,Public Order,Other Public Order,0,0,0,0,0,compas
Black,Greater than 45,F,Violent,Assault,0,2,0,0,0,iowa
Black,Less than 25,F,Drug,Trafficking,0,3,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,1,0,1,0,0,iowa
White,25 - 45,F,Property,Vandalism,1,8,0,1,0,iowa
Other,Less than 25,F,Property,Burglary,1,1,0,0,0,compas
White,Greater than 45,F,Violent,Sex,0,3,0,0,0,iowa
Black,25 - 45,F,Drug,Trafficking,1,3,0,0,3,iowa
Black,25 - 45,F,Drug,Trafficking,0,0,0,0,0,iowa
White,Less than 25,M,Property,Vandalism,0,2,0,0,0,iowa
White,Greater than 45,F,Property,Burglary,1,0,0,0,0,iowa
White,Less than 25,F,Property,Forgery/Fraud,1,0,0,2,0,iowa
White,25 - 45,F,Property,Forgery/Fraud,1,2,0,0,0,iowa
Black,Less than 25,F,Violent,Assault,0,0,0,0,0,iowa
White,Less than 25,F,Violent,Assault,0,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,1,0,0,0,iowa
Hispanic,Less than 25,F,Violent,Murder/Manslaughter,0,3,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,15,1,0,0,iowa
Hispanic,Less than 25,F,Drug,Trafficking,1,1,0,0,0,iowa
White,25 - 45,F,Violent,Kidnap,0,7,0,0,0,iowa
Black,Less than 25,F,Property,Burglary,0,0,0,0,0,iowa
Black,25 - 45,F,Property,Forgery/Fraud,1,2,0,0,0,iowa
Black,25 - 45,M,Violent,Assault,0,5,0,0,0,compas
White,25 - 45,F,Other,Other Criminal,0,0,0,0,0,iowa
White,Greater than 45,F,Public Order,OWI,0,4,0,0,0,iowa
White,25 - 45,M,Violent,Assault,1,7,0,0,0,iowa
White,25 - 45,F,Property,Burglary,0,1,0,0,1,iowa
White,25 - 45,M,Public Order,Alcohol,0,5,0,0,0,iowa
Black,25 - 45,F,Violent,Robbery,0,11,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,9,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,2,0,0,0,iowa
White,Greater than 45,F,Other,Special Sentence Revocation,0,0,0,0,0,iowa
White,25 - 45,F,Drug,Trafficking,0,7,0,0,0,iowa
White,Greater than 45,F,Property,Burglary,1,0,0,0,0,iowa
Black,25 - 45,M,Property,Theft,1,3,0,0,0,compas
